,Codigo,lon,lat,Profundidad,Flujo_calor,Pesos,Flux_x_wts,geometry,Sed_thickness (m),Age (Ma)
91,C21-16J,-83.8039,1.156822222,-3455.0,226.0,0.26410855495223645,59.688533419205434,POINT (-83.8039 1.156822222),253.0,6.5
92,C21-16K,-83.82249999999998,1.157761111,-3463.0,230.0,0.26410855495223645,60.74496763901439,POINT (-83.82249999999998 1.157761111),253.0,6.5
93,C21-17A,-83.80194999999998,1.9420666665,-3361.0,14.0,0.3125489538390634,4.375685353746888,POINT (-83.80194999999998 1.9420666665),179.0,4.2
94,C21-17B,-83.80099999999999,1.8352944445,-3179.0,101.0,0.3125489538390634,31.567444337745403,POINT (-83.80099999999999 1.8352944445),193.0,4.5
95,C21-17C,-83.80099999999999,1.857761111,-3299.0,50.0,0.3125489538390634,15.62744769195317,POINT (-83.80099999999999 1.857761111),193.0,4.5
96,C21-17D,-83.79115,1.8754333335,-3376.0,66.0,0.3125489538390634,20.628230953378186,POINT (-83.79115 1.8754333335),202.0,4.5
97,C21-17E,-83.8176,1.906822222,-3356.0,88.0,0.3125489538390634,27.504307937837574,POINT (-83.8176 1.906822222),179.0,4.5
98,C21-17F,-83.80874999999997,1.9215277780000002,-3504.0,35.0,0.3125489538390634,10.939213384367221,POINT (-83.80874999999997 1.921527778),179.0,4.5
99,C21-17G,-83.80775,1.9352944445,-3527.0,9.0,0.3125489538390634,2.8129405845515705,POINT (-83.80775 1.9352944445),179.0,4.2
100,C21-17H,-83.80680000000002,1.938211111,-3450.0,11.0,0.3125489538390634,3.4380384922296967,POINT (-83.80680000000002 1.938211111),179.0,4.2
101,C21-17I,-83.80485,1.9519277780000002,-3370.0,23.0,0.3125489538390634,7.188625938298457,POINT (-83.80485 1.951927778),179.0,4.2
102,C21-17J,-83.80485,1.95875,-3356.0,27.0,0.3125489538390634,8.438821753654711,POINT (-83.80485 1.95875),179.0,4.2
103,C21-17K,-83.80485,1.9725166665,-3122.0,55.0,0.3125489538390634,17.190192461148488,POINT (-83.80485 1.9725166665),179.0,4.2
104,C21-17L,-83.8029,1.991127778,-3277.0,108.0,0.3125489538390634,33.755287014618844,POINT (-83.80289999999999 1.991127778),170.0,4.2
105,C21-18A,-83.79015000000003,1.6725166665,-3158.0,60.0,0.3125489538390634,18.752937230343804,POINT (-83.79015000000003 1.6725166665),240.0,5.2
106,C21-18B,-83.79115,1.700988889,-3101.0,96.0,0.3125489538390634,30.00469956855009,POINT (-83.79115 1.700988889),240.0,5.2
107,C21-18C,-83.8029,1.717622222,-3135.0,50.0,0.3125489538390634,15.62744769195317,POINT (-83.80289999999999 1.717622222),227.0,5.2
108,C21-18D,-83.80874999999997,1.7352944444999998,-3197.0,80.0,0.3125489538390634,25.003916307125074,POINT (-83.80874999999997 1.7352944445),213.0,4.9
109,C21-18E,-83.8196,1.750988889,-3158.0,73.0,0.3125489538390634,22.816073630251626,POINT (-83.81959999999999 1.750988889),213.0,4.9
110,C21-18F,-83.82249999999998,1.7696,-3211.0,65.0,0.3125489538390634,20.31568199953912,POINT (-83.82249999999998 1.7696),213.0,4.9
111,C21-18G,-83.82249999999998,1.7891499999999998,-3235.0,83.0,0.3125489538390634,25.941563168642265,POINT (-83.82249999999998 1.78915),213.0,4.9
112,C21-18H,-83.82249999999998,1.7911277780000001,-3211.0,24.0,0.3125489538390634,7.501174892137523,POINT (-83.82249999999998 1.791127778),213.0,4.9
113,C21-18I,-83.82345000000002,1.820538889,-3233.0,76.0,0.3125489538390634,23.753720491768817,POINT (-83.82345000000002 1.820538889),193.0,4.9
114,C21-19A,-83.80680000000002,1.520538889,-3375.0,133.0,0.3125489538390634,41.569010860595434,POINT (-83.80680000000002 1.520538889),241.0,5.7
115,C21-19B,-83.80680000000002,1.5,-3390.0,180.0,0.3125489538390634,56.25881169103141,POINT (-83.80680000000002 1.5),241.0,5.7
116,C21-19C,-83.80194999999998,1.4862333335,-3358.0,178.0,0.3125489538390634,55.63371378335329,POINT (-83.80194999999998 1.4862333335),241.0,5.7
117,C21-19D,-83.82055,1.401927778,-3520.0,160.0,0.3125489538390634,50.00783261425015,POINT (-83.82055 1.401927778),233.0,6.0
118,C21-19E,-83.82055,1.418611111,-3489.0,160.0,0.3125489538390634,50.00783261425015,POINT (-83.82055 1.418611111),233.0,6.0
119,C21-19F,-83.82249999999998,1.4254333335,-3450.0,180.0,0.3125489538390634,56.25881169103141,POINT (-83.82249999999998 1.4254333335),233.0,6.0
120,C21-19G,-83.82544999999998,1.440138889,-3388.0,178.0,0.3125489538390634,55.63371378335329,POINT (-83.82544999999998 1.440138889),233.0,5.7
121,C21-6,-83.74700000000001,1.192,-3305.0,200.0,0.26410855495223645,52.82171099044729,POINT (-83.74700000000001 1.192),269.0,6.8
122,C21-7,-83.80299999999998,1.925,-3431.0,30.0,0.3125489538390634,9.376468615171902,POINT (-83.80299999999998 1.925),179.0,4.5
123,C21-TG6,-83.74115,1.188211111,-3375.0,200.0,0.26410855495223645,52.82171099044729,POINT (-83.74115 1.188211111),269.0,6.8
124,C21-TG7,-83.80194999999998,1.9215277780000002,-3504.0,30.0,0.3125489538390634,9.376468615171902,POINT (-83.80194999999998 1.921527778),179.0,4.5
125,C8-78,-86.84999999999998,-1.4169999999999998,-2180.0,31.0,1.6983437243866222,52.64865545598529,POINT (-86.84999999999998 -1.417),255.0,12.2
126,C9-45,-78.733,6.832999999999999,-3250.0,272.0,8.351515414912214,2271.6121928561224,POINT (-78.733 6.832999999999999),681.0,47.1
127,C9-47,-78.29999999999998,5.5,-3135.0,122.0,12.032370310894411,1467.9491779291182,POINT (-78.29999999999998 5.5),272.0,11.1
129,C9-50,-82.15,0.8170000000000001,-3091.0,29.0,1.303729573349576,37.8081576271377,POINT (-82.15000000000001 0.8170000000000001),503.0,10.3
130,C9-52,-82.6833,-2.5333,-2957.0,117.0,3.375939705049899,394.9849454908382,POINT (-82.6833 -2.5333),447.0,24.1
131,CCTW1,-83.485,5.2525,-3211.0,146.0,1.3405093990061372,195.71437225489606,POINT (-83.485 5.2525),275.0,8.2
132,CCTW12,-83.55079999999998,2.802222222,-3205.0,47.3,0.716294339932193,33.88072227879273,POINT (-83.55079999999998 2.802222222),74.0,1.3
133,CCTW13,-83.46859999999998,2.484444444,-3082.0,162.0,0.716294339932193,116.03968306901527,POINT (-83.46859999999998 2.484444444),101.0,2.5
134,CCTW14,-83.4175,2.235277778,-3267.0,48.6,0.5847096547760783,28.416889222117405,POINT (-83.4175 2.235277778),146.0,3.2
135,CCTW15,-83.5,1.983611111,-3028.0,219.0,0.5847096547760783,128.05141439596113,POINT (-83.5 1.983611111),111.0,4.3
136,CCTW16,-83.5339,1.7358333330000002,-3324.0,103.0,0.5847096547760783,60.22509444193607,POINT (-83.5339 1.735833333),139.0,5.0
137,CCTW17,-83.46779999999998,1.500833333,-3456.0,167.0,0.5847096547760783,97.64651234760508,POINT (-83.46779999999998 1.500833333),270.0,6.1
138,CCTW18,-83.4847,1.234166667,-3459.0,190.0,0.5362692558892515,101.89115861895776,POINT (-83.4847 1.234166667),294.0,6.8
139,CCTW19,-83.5019,0.984722222,-3268.0,159.0,0.5362692558892515,85.26681168639098,POINT (-83.50190000000001 0.984722222),339.0,7.8
140,CCTW2,-83.4858,5.018888888999999,-3277.0,121.0,1.3405093990061372,162.20163727974258,POINT (-83.4858 5.018888888999999),238.0,6.7
141,CCTW20,-83.5,0.7344444440000001,-3706.0,150.0,0.5362692558892515,80.4403883833877,POINT (-83.5 0.7344444440000001),422.0,8.5
142,CCTW22,-83.5017,0.385,-3107.0,152.0,0.5362692558892515,81.51292689516622,POINT (-83.5017 0.385),417.0,9.8
143,CCTW23,-83.5192,-0.017222222,-3020.0,149.0,0.9008602995606108,134.228184634531,POINT (-83.5192 -0.017222222),527.0,10.9
144,CCTW3,-83.5019,4.633333333,-3235.0,22.2,1.3405093990061372,29.759308657936245,POINT (-83.50190000000001 4.633333333),139.0,4.9
145,CCTW4,-83.54999999999998,4.484444444,-3201.0,54.8,1.3405093990061372,73.45991506553631,POINT (-83.54999999999998 4.484444444),122.0,4.5
146,CCTW5,-83.50029999999998,4.233888889,-3030.0,87.09999999999998,0.9830146514874836,85.62057614455979,POINT (-83.50029999999998 4.233888889),88.0,3.9
147,CCTW8,-83.6692,3.634444444,-3037.0,60.3,0.7108539505504687,42.86449321819326,POINT (-83.6692 3.634444444),54.0,1.9
148,COCOTOW4-HF1,-83.4933,5.265,-3211.0,146.0,2.0259768786809382,295.79262428741686,POINT (-83.4933 5.265),275.0,8.2
149,COCOTOW4-HF12,-83.555,2.8133,-3205.0,47.0,0.716294339932193,33.665833976813076,POINT (-83.55500000000001 2.8133),74.0,1.3
150,COCOTOW4-HF13,-83.4783,2.49,-3082.0,162.0,0.716294339932193,116.03968306901527,POINT (-83.4783 2.49),101.0,2.5
151,COCOTOW4-HF14,-83.4217,2.245,-3267.0,49.0,0.5847096547760783,28.65077308402784,POINT (-83.4217 2.245),146.0,3.2
152,COCOTOW4-HF15,-83.5,1.985,-3028.0,220.0,0.5847096547760783,128.6361240507372,POINT (-83.5 1.985),101.0,4.3
153,COCOTOW4-HF16,-83.53669999999998,1.7483,-3324.0,103.0,0.5847096547760783,60.22509444193607,POINT (-83.53669999999998 1.7483),139.0,5.0
154,COCOTOW4-HF17,-83.47329999999998,1.505,-3456.0,167.0,0.5847096547760783,97.64651234760508,POINT (-83.47329999999998 1.505),270.0,6.1
155,COCOTOW4-HF18,-83.49169999999998,1.2383,-3459.0,190.0,0.5362692558892515,101.89115861895776,POINT (-83.49169999999998 1.2383),294.0,6.8
156,COCOTOW4-HF19,-83.5117,0.9917,-3268.0,159.0,0.5362692558892515,85.26681168639098,POINT (-83.5117 0.9917),339.0,7.8
157,COCOTOW4-HF2,-83.4983,5.03,-3277.0,122.0,1.3405093990061372,163.54214667874874,POINT (-83.4983 5.03),238.0,6.7
158,COCOTOW4-HF20,-83.5,0.74,-3706.0,150.0,0.5362692558892515,80.4403883833877,POINT (-83.5 0.74),422.0,8.5
159,COCOTOW4-HF21,-83.51,0.3933,-3107.0,152.0,0.5362692558892515,81.51292689516622,POINT (-83.51000000000001 0.3933),417.0,9.8
160,COCOTOW4-HF23,-83.5317,-0.02,-3020.0,149.0,0.9008602995606108,134.228184634531,POINT (-83.5317 -0.02),527.0,10.9
161,COCOTOW4-HF3,-83.5117,4.6333,-3235.0,22.0,1.3405093990061372,29.49120677813502,POINT (-83.5117 4.6333),139.0,4.9
162,COCOTOW4-HF4,-83.54999999999998,4.49,-3201.0,55.0,1.3405093990061372,73.72801694533754,POINT (-83.54999999999998 4.49),122.0,4.5
163,COCOTOW4-HF5,-83.5017,4.2367,-3030.0,87.0,0.9830146514874836,85.52227467941105,POINT (-83.5017 4.2367),88.0,3.9
164,COCOTOW4-HF8,-83.6817,3.64,-3037.0,60.0,0.7108539505504687,42.65123703302813,POINT (-83.68170000000001 3.64),54.0,1.9
165,DSDP501,-83.73429999999998,1.2225166664999998,-3457.0,194.0,0.26410855495223645,51.23705966073387,POINT (-83.73429999999998 1.2225166665),269.0,6.8
166,DSDP504A,-83.72545,0.2225166665,-3458.0,219.0,0.6286995986235957,137.68521209856746,POINT (-83.72545 0.2225166665),346.0,10.4
167,DSDP504B,-83.72445,1.2225166664999998,-3460.0,192.0,0.26410855495223645,50.7088425508294,POINT (-83.72445 1.2225166665),269.0,6.8
168,DSDP504C,-83.72545,1.2225166664999998,-3460.0,193.0,0.26410855495223645,50.97295110578163,POINT (-83.72545 1.2225166665),269.0,6.8
169,DSDP505,-83.78720000000001,1.907761111,-3537.0,21.0,0.3125489538390634,6.563528030620331,POINT (-83.78720000000001 1.907761111),192.0,4.5
170,DSDP506E,-86.0882,0.6058333335,-2703.0,570.0,0.20919566720372668,119.2415303061242,POINT (-86.0882 0.6058333335),62.0,3.0
171,DSDP506F,-86.0882,0.6058333335,-2712.0,620.0,0.20919566720372668,129.70131366631054,POINT (-86.0882 0.6058333335),62.0,3.0
172,DSDP507A,-86.0872,0.5666833335,-2691.0,436.0,0.20919566720372668,91.20931090082485,POINT (-86.0872 0.5666833335),85.0,3.0
173,DSDP507E,-86.0872,0.5666833335,-2689.0,327.0,0.20919566720372668,68.40698317561862,POINT (-86.0872 0.5666833335),85.0,3.0
174,DSDP507G,-86.0872,0.5666833335,-2695.0,404.0,0.20919566720372668,84.51504955030558,POINT (-86.0872 0.5666833335),85.0,3.0
175,DSDP507I,-86.0872,0.5666833335,-2692.0,374.0,0.20919566720372668,78.23917953419378,POINT (-86.0872 0.5666833335),85.0,3.0
176,DSDP508A,-86.09999999999998,0.5333166665,-2783.0,205.0,0.20919566720372668,42.88511177676397,POINT (-86.09999999999998 0.5333166665),85.0,3.3
177,DSDP508D,-86.09999999999998,0.5333166665,-2777.0,228.0,0.20919566720372668,47.696612122449686,POINT (-86.09999999999998 0.5333166665),85.0,3.3
178,DSDP508E,-86.09999999999998,0.5333166665,-2777.0,177.0,0.20919566720372668,37.02763309505962,POINT (-86.09999999999998 0.5333166665),85.0,3.3
179,DSDP509C,-86.12545,0.5862333335000001,-2687.0,532.0,0.20919566720372668,111.2920949523826,POINT (-86.12545 0.5862333335000001),62.0,3.0
180,DSDP509D,-86.12545,0.5872222220000001,-2687.0,509.0,0.20919566720372668,106.48059460669687,POINT (-86.12545 0.5872222220000001),62.0,3.0
181,DSDP510,-86.40584999999999,1.607761111,-2781.0,193.0,0.2576360660905537,49.72376075547685,POINT (-86.40584999999999 1.607761111),131.0,0.7
182,GSC-86W,-86.0,0.5833166665,-2700.0,295.0,0.20919566720372668,61.712721825099365,POINT (-86 0.5833166665),57.0,2.9
183,KN1.1,-86.17249999999999,0.75,-2850.0,264.0,0.20919566720372668,55.22765614178385,POINT (-86.17249999999999 0.75),31.0,2.2
184,KN1.2,-86.17154999999998,0.7420666665000001,-2852.0,88.0,0.20919566720372668,18.40921871392795,POINT (-86.17154999999998 0.7420666665000001),31.0,2.2
185,KN1.3,-86.1696,0.741127778,-2858.0,46.0,0.20919566720372668,9.623000691371427,POINT (-86.1696 0.741127778),31.0,2.2
186,KN1.4,-86.15775,0.740138889,-2848.0,29.0,0.20919566720372668,6.066674348908074,POINT (-86.15774999999999 0.740138889),31.0,2.2
187,KN1.5,-86.15584999999999,0.740138889,-2850.0,71.0,0.20919566720372668,14.852892371464597,POINT (-86.15584999999999 0.740138889),31.0,2.2
188,KN1.7,-86.15100000000002,0.740138889,-2829.0,4.0,0.20919566720372668,0.8367826688149067,POINT (-86.15100000000002 0.740138889),31.0,2.2
189,KN11.1,-86.09015,0.588211111,-2751.0,640.0,0.20919566720372668,133.88522701038508,POINT (-86.09014999999999 0.588211111),62.0,3.0
190,KN12.1,-86.03625,0.721527778,-2653.0,239.0,0.20919566720372668,49.997764461690686,POINT (-86.03625 0.721527778),38.0,2.6
191,KN12.10,-86.07249999999998,0.7244444445,-2681.0,197.0,0.20919566720372668,41.211546439134146,POINT (-86.07249999999998 0.7244444445),42.0,2.6
192,KN12.11,-86.07055,0.737222222,-2681.0,84.0,0.20919566720372668,17.57243604511304,POINT (-86.07055 0.737222222),29.0,2.2
193,KN12.12,-86.07055,0.740138889,-2681.0,38.0,0.20919566720372668,7.949435353741614,POINT (-86.07055 0.740138889),29.0,2.2
194,KN12.2,-86.04015000000003,0.7196,-2653.0,243.0,0.20919566720372668,50.834547130505584,POINT (-86.04015000000003 0.7196),38.0,2.6
